node,category,occupation
13681,D,celebrity
13682,D,celebrity
13683,I,scientist
13684,D,celebrity
13685,I,scientist
13686,D,politician
13687,P,politician
13688,P,politician
13689,I,politician
13690,I,scientist
13691,D,politician
13692,P,scientist
13693,I,politician
13694,I,celebrity
13695,I,celebrity
13696,I,scientist
13697,I,scientist
13698,D,celebrity
13699,P,celebrity
13700,D,scientist
13701,P,celebrity
13702,P,celebrity
13703,P,scientist
13704,I,politician
13705,D,celebrity
13706,P,scientist
13707,P,scientist
13708,D,politician
13709,I,politician
13710,I,celebrity
13711,I,scientist
13712,I,celebrity
13713,I,celebrity
13714,I,politician
13715,I,scientist
13716,P,scientist
13717,I,scientist
13718,I,celebrity
13719,D,politician
13720,I,scientist
13721,I,politician
13722,D,celebrity
13723,I,celebrity
13724,I,politician
13725,I,celebrity
13726,P,celebrity
13727,I,scientist
13728,P,celebrity
13729,P,politician
13730,I,politician
13731,I,politician
13732,D,politician
13733,I,politician
13734,I,celebrity
13735,D,celebrity
13736,I,scientist
13737,I,politician
13738,I,scientist
13739,I,celebrity
13740,I,scientist
13741,P,celebrity
13742,P,politician
13743,P,scientist
13744,I,politician
13745,P,scientist
13746,D,scientist
13747,P,politician
13748,D,celebrity
13749,D,celebrity
13750,I,politician
13751,I,politician
13752,I,scientist
13753,D,celebrity
13754,D,celebrity
13755,I,scientist
13756,D,politician
13757,P,politician
13758,D,celebrity
13759,P,scientist
13760,I,celebrity
13761,P,celebrity
13762,I,celebrity
13763,D,scientist
13764,P,politician
13765,I,scientist
13766,P,scientist
13767,P,scientist
13768,I,scientist
13769,I,politician
13770,P,scientist
13771,D,politician
13772,D,celebrity
13773,D,politician
13774,P,scientist
13775,P,politician
13776,D,celebrity
13777,P,scientist
13778,D,scientist
13779,P,scientist
13780,P,politician
13781,P,politician
13782,D,politician
13783,I,politician
13784,D,scientist
13785,D,celebrity
13786,D,celebrity
13787,I,politician
13788,D,celebrity
13789,D,politician
13790,D,celebrity
13791,D,politician
13792,D,scientist
13793,D,politician
13794,D,scientist
13795,D,scientist
13796,D,scientist
13797,D,scientist
13798,P,politician
13799,I,celebrity
13800,I,politician
13801,D,politician
13802,D,scientist
13803,P,scientist
13804,D,politician
13805,I,celebrity
13806,D,politician
13807,D,celebrity
13808,P,celebrity
13809,D,scientist
13810,D,scientist
13811,I,celebrity
13812,P,scientist
13813,D,celebrity
13814,I,scientist
13815,I,celebrity
13816,D,politician
13817,D,scientist
13818,P,scientist
13819,D,scientist
13820,I,celebrity
13821,P,scientist
13822,P,celebrity
13823,P,politician
13824,D,politician
13825,D,celebrity
13826,D,politician
13827,D,scientist
13828,D,politician
13829,D,celebrity
13830,D,celebrity
13831,I,scientist
13832,I,scientist
13833,I,celebrity
13834,D,politician
13835,D,scientist
13836,P,scientist
13837,I,scientist
13838,I,scientist
13839,P,politician
13840,I,scientist
13841,D,politician
13842,I,scientist
13843,P,celebrity
13844,P,scientist
13845,P,politician
13846,P,politician
13847,D,celebrity
13848,I,politician
13849,I,celebrity
13850,P,politician
13851,I,politician
13852,I,celebrity
13853,P,scientist
13854,P,celebrity
13855,P,scientist
13856,P,scientist
13857,P,celebrity
13858,I,politician
13859,P,scientist
13860,D,scientist
13861,D,politician
13862,P,politician
13863,I,scientist
13864,D,politician
13865,D,scientist
13866,I,politician
13867,P,scientist
13868,P,scientist
13869,P,politician
13870,P,scientist
13871,P,politician
13872,I,politician
13873,D,politician
13874,I,celebrity
13875,D,celebrity
13876,P,scientist
13877,P,celebrity
13878,D,scientist
13879,D,politician
13880,P,politician
13881,D,celebrity
13882,I,scientist
13883,P,scientist
13884,D,scientist
13885,P,scientist
13886,I,celebrity
13887,D,politician
13888,D,celebrity
13889,I,politician
13890,P,celebrity
13891,P,celebrity
13892,P,politician
13893,I,scientist
13894,I,politician
13895,P,celebrity
13896,P,scientist
13897,P,celebrity
13898,I,celebrity
13899,D,politician
13900,P,scientist
13901,I,scientist
13902,I,celebrity
13903,D,scientist
13904,D,politician
13905,P,celebrity
13906,P,scientist
13907,D,politician
13908,I,celebrity
13909,D,scientist
13910,D,celebrity
13911,I,politician
13912,P,celebrity
13913,D,politician
13914,D,politician
13915,D,politician
13916,D,scientist
13917,P,politician
13918,P,celebrity
13919,D,politician
13920,D,politician
13921,I,politician
13922,P,celebrity
13923,P,scientist
13924,D,politician
13925,I,celebrity
13926,P,politician
13927,I,celebrity
13928,P,celebrity
13929,P,scientist
13930,D,scientist
13931,D,politician
13932,I,celebrity
13933,I,politician
13934,I,scientist
13935,I,politician
13936,I,scientist
13937,D,scientist
13938,I,scientist
13939,I,celebrity
13940,D,politician
13941,D,politician
13942,P,politician
13943,I,scientist
13944,I,politician
13945,D,politician
13946,I,celebrity
13947,P,celebrity
13948,P,politician
13949,I,scientist
13950,I,celebrity
13951,D,politician
13952,P,politician
13953,D,celebrity
13954,P,scientist
13955,D,scientist
13956,D,politician
13957,P,celebrity
13958,I,scientist
13959,D,politician
13960,P,scientist
13961,I,celebrity
13962,I,celebrity
13963,P,politician
13964,I,scientist
13965,P,scientist
13966,I,celebrity
13967,I,celebrity
13968,I,scientist
13969,P,politician
13970,I,celebrity
13971,P,scientist
13972,P,scientist
13973,I,celebrity
13974,I,celebrity
13975,P,scientist
13976,I,scientist
13977,D,politician
13978,I,celebrity
13979,D,scientist
13980,P,scientist
13981,P,celebrity
13982,I,scientist
13983,I,scientist
13984,I,celebrity
13985,P,celebrity
13986,I,politician
13987,D,politician
13988,P,scientist
13989,D,scientist
13990,D,scientist
13991,I,politician
13992,P,politician
13993,P,celebrity
13994,P,politician
13995,D,celebrity
13996,P,celebrity
13997,I,politician
13998,P,scientist
13999,I,politician
14000,P,celebrity
14001,I,scientist
14002,P,celebrity
14003,D,scientist
14004,P,politician
14005,I,celebrity
14006,I,scientist
14007,D,scientist
14008,P,scientist
14009,P,scientist
14010,D,celebrity
14011,I,politician
14012,I,celebrity
14013,I,politician
14014,D,scientist
14015,P,scientist
14016,P,scientist
14017,I,scientist
14018,I,celebrity
14019,I,celebrity
14020,I,celebrity
14021,D,politician
14022,P,politician
14023,I,scientist
14024,P,politician
14025,P,celebrity
14026,D,politician
14027,D,scientist
14028,I,scientist
14029,D,scientist
14030,D,scientist
14031,D,scientist
14032,P,politician
14033,P,celebrity
14034,P,politician
14035,I,celebrity
14036,P,celebrity
14037,D,celebrity
14038,I,politician
14039,D,celebrity
14040,I,politician
14041,I,scientist
14042,I,celebrity
14043,P,politician
14044,P,politician
14045,P,celebrity
14046,P,scientist
14047,P,politician
14048,D,scientist
14049,D,celebrity
14050,P,scientist
14051,P,celebrity
14052,P,celebrity
14053,P,scientist
14054,I,celebrity
14055,D,politician
14056,P,celebrity
14057,I,celebrity
14058,I,politician
14059,I,celebrity
14060,P,politician
14061,P,scientist
14062,D,celebrity
14063,I,politician
14064,I,politician
14065,D,celebrity
14066,P,politician
14067,I,scientist
14068,D,celebrity
14069,P,celebrity
14070,I,scientist
14071,D,politician
14072,P,scientist
14073,P,scientist
14074,D,celebrity
14075,I,politician
14076,P,politician
14077,D,celebrity
14078,D,scientist
14079,D,politician
14080,I,scientist
14081,I,politician
14082,P,celebrity
14083,D,celebrity
14084,I,scientist
14085,P,scientist
14086,I,scientist
14087,P,celebrity
14088,P,celebrity
14089,P,celebrity
14090,P,scientist
14091,P,scientist
14092,I,celebrity
14093,P,politician
14094,P,scientist
14095,P,celebrity
14096,I,scientist
14097,D,scientist
14098,I,politician
14099,P,celebrity
14100,D,politician
14101,P,politician
14102,P,scientist
14103,D,celebrity
14104,P,scientist
14105,D,celebrity
14106,P,politician
14107,D,politician
14108,D,scientist
14109,P,politician
14110,D,politician
14111,D,celebrity
14112,D,scientist
14113,I,scientist
14114,I,politician
14115,I,politician
14116,I,politician
14117,D,politician
14118,I,celebrity
14119,I,celebrity
14120,D,politician
14121,D,celebrity
14122,I,celebrity
14123,D,celebrity
14124,P,scientist
14125,I,politician
14126,I,scientist
14127,D,celebrity
14128,I,scientist
14129,D,scientist
14130,P,politician
14131,P,politician
14132,P,politician
14133,D,politician
14134,D,celebrity
14135,P,celebrity
14136,D,celebrity
14137,P,politician
14138,P,scientist
14139,D,scientist
14140,I,politician
14141,P,celebrity
14142,I,celebrity
14143,D,politician
14144,P,politician
14145,D,scientist
14146,D,politician
14147,P,celebrity
14148,P,politician
14149,I,celebrity
14150,D,scientist
14151,P,scientist
14152,D,politician
14153,P,scientist
14154,I,celebrity
14155,P,politician
14156,P,politician
14157,P,politician
14158,D,celebrity
14159,I,scientist
14160,P,politician
14161,P,scientist
14162,D,scientist
14163,I,celebrity
14164,I,politician
14165,I,celebrity
14166,D,celebrity
14167,D,celebrity
14168,P,scientist
14169,P,politician
14170,P,celebrity
14171,I,scientist
14172,I,scientist
14173,P,scientist
14174,I,celebrity
14175,P,scientist
14176,P,politician
14177,P,politician
14178,P,celebrity
14179,D,celebrity
14180,I,politician
14181,D,politician
14182,D,celebrity
14183,I,politician
14184,I,celebrity
14185,D,celebrity
14186,D,politician
14187,D,celebrity
14188,P,scientist
14189,P,celebrity
14190,P,celebrity
14191,D,scientist
14192,P,politician
14193,I,scientist
14194,D,celebrity
14195,P,politician
14196,P,scientist
14197,D,politician
14198,I,celebrity
14199,D,celebrity
14200,P,celebrity
14201,I,politician
14202,D,politician
14203,I,politician
14204,I,politician
14205,D,celebrity
14206,P,politician
14207,I,celebrity
14208,P,scientist
14209,D,scientist
14210,P,scientist
14211,P,scientist
14212,I,scientist
14213,P,celebrity
14214,D,scientist
14215,D,scientist
14216,P,celebrity
14217,D,politician
14218,D,politician
14219,D,scientist
14220,D,scientist
14221,I,politician
14222,D,politician
14223,D,celebrity
14224,I,celebrity
14225,P,politician
14226,I,celebrity
14227,D,celebrity
14228,I,celebrity
14229,D,scientist
14230,D,politician
14231,I,celebrity
14232,I,politician
14233,P,scientist
14234,I,scientist
14235,I,scientist
14236,P,scientist
14237,I,scientist
14238,I,politician
14239,P,scientist
14240,I,celebrity
14241,I,scientist
14242,I,scientist
14243,P,celebrity
14244,D,scientist
14245,I,scientist
14246,I,politician
14247,P,scientist
14248,D,celebrity
14249,I,scientist
14250,D,politician
14251,I,scientist
14252,I,scientist
14253,D,politician
14254,P,celebrity
14255,D,scientist
14256,I,scientist
14257,P,politician
14258,D,politician
14259,D,celebrity
14260,D,celebrity
14261,D,scientist
14262,P,politician
14263,D,politician
14264,P,scientist
14265,D,politician
14266,P,celebrity
14267,P,politician
14268,P,celebrity
14269,D,celebrity
14270,P,celebrity
14271,D,politician
14272,P,politician
14273,D,scientist
14274,D,scientist
14275,I,politician
14276,P,scientist
14277,I,celebrity
14278,D,celebrity
14279,I,scientist
14280,D,politician
14281,D,politician
14282,P,celebrity
14283,I,scientist
14284,P,politician
14285,P,politician
14286,P,scientist
14287,D,celebrity
14288,D,scientist
14289,I,celebrity
14290,D,scientist
14291,P,politician
14292,I,celebrity
14293,D,politician
14294,I,politician
14295,P,celebrity
14296,D,scientist
14297,P,scientist
14298,D,scientist
14299,P,politician
14300,D,celebrity
14301,D,celebrity
14302,D,celebrity
14303,I,scientist
14304,D,scientist
14305,D,politician
14306,D,scientist
14307,I,scientist
14308,I,scientist
14309,P,celebrity
14310,I,scientist
14311,D,scientist
14312,D,politician
14313,D,scientist
14314,I,scientist
14315,D,scientist
14316,D,politician
14317,P,scientist
14318,P,scientist
14319,I,scientist
14320,P,scientist
14321,D,politician
14322,I,celebrity
14323,P,celebrity
14324,I,scientist
14325,D,politician
14326,D,politician
14327,P,politician
14328,D,celebrity
14329,D,celebrity
14330,D,politician
14331,I,politician
14332,P,scientist
14333,P,scientist
14334,I,celebrity
14335,D,politician
14336,P,celebrity
14337,D,celebrity
14338,P,politician
14339,D,scientist
14340,P,politician
14341,I,scientist
14342,D,politician
14343,D,politician
14344,I,scientist
14345,P,celebrity
14346,P,politician
14347,P,politician
14348,P,celebrity
14349,D,scientist
14350,I,politician
14351,P,celebrity
14352,I,scientist
14353,P,scientist
14354,I,scientist
14355,D,scientist
14356,D,scientist
14357,P,politician
14358,I,politician
14359,P,politician
14360,I,celebrity
14361,I,celebrity
14362,P,celebrity
14363,I,celebrity
14364,P,scientist
14365,I,scientist
14366,P,politician
14367,I,politician
14368,D,celebrity
14369,P,politician
14370,I,scientist
14371,I,celebrity
14372,I,celebrity
14373,D,celebrity
14374,I,scientist
14375,D,celebrity
14376,I,celebrity
14377,I,politician
14378,P,scientist
14379,D,politician
14380,D,politician
14381,I,scientist
14382,D,celebrity
14383,I,scientist
14384,I,celebrity
14385,I,politician
14386,D,celebrity
14387,I,celebrity
14388,P,scientist
14389,P,celebrity
14390,D,scientist
14391,I,politician
14392,I,politician
14393,P,scientist
14394,D,celebrity
14395,D,politician
14396,D,scientist
14397,D,scientist
14398,I,celebrity
14399,P,celebrity
14400,P,celebrity
14401,D,celebrity
14402,P,celebrity
14403,P,scientist
14404,P,celebrity
14405,P,celebrity
14406,I,politician
14407,P,celebrity
14408,P,scientist
14409,D,scientist
14410,I,politician
14411,I,politician
14412,I,scientist
14413,P,politician
14414,D,politician
14415,D,politician
14416,I,scientist
14417,P,celebrity
14418,I,politician
14419,I,scientist
14420,D,scientist
14421,I,celebrity
14422,I,politician
14423,D,celebrity
14424,P,scientist
14425,I,celebrity
14426,D,celebrity
14427,I,politician
14428,I,scientist
14429,D,politician
14430,I,politician
14431,I,celebrity
14432,D,celebrity
14433,D,scientist
14434,P,politician
14435,P,celebrity
14436,D,politician
14437,P,scientist
14438,P,scientist
14439,P,celebrity
14440,D,scientist
14441,I,celebrity
14442,D,scientist
14443,I,scientist
14444,P,politician
14445,D,politician
14446,D,politician
14447,I,celebrity
14448,D,celebrity
14449,I,scientist
14450,P,scientist
14451,D,politician
14452,D,politician
14453,D,scientist
14454,P,scientist
14455,I,politician
14456,D,scientist
14457,D,celebrity
14458,I,politician
14459,P,celebrity
14460,P,politician
14461,D,celebrity
14462,I,politician
14463,D,celebrity
14464,I,scientist
14465,I,politician
14466,P,politician
14467,D,celebrity
14468,P,scientist
14469,I,scientist
14470,I,scientist
14471,I,politician
14472,D,scientist
14473,I,politician
14474,I,scientist
14475,D,politician
14476,D,celebrity
14477,I,scientist
14478,D,celebrity
14479,P,politician
14480,D,celebrity
14481,I,politician
14482,D,scientist
14483,P,scientist
14484,D,scientist
14485,P,politician
14486,I,scientist
14487,I,scientist
14488,D,politician
14489,I,politician
14490,D,politician
14491,I,scientist
14492,P,scientist
14493,D,politician
14494,D,politician
14495,P,scientist
14496,I,politician
14497,P,scientist
14498,P,celebrity
14499,D,politician
14500,P,scientist
14501,P,scientist
14502,I,scientist
14503,D,politician
14504,I,scientist
14505,P,politician
14506,P,politician
14507,I,celebrity
14508,D,scientist
14509,I,politician
14510,I,scientist
14511,P,celebrity
14512,D,scientist
14513,I,scientist
14514,I,celebrity
14515,P,scientist
14516,P,scientist
14517,I,politician
14518,I,politician
14519,P,celebrity
14520,P,celebrity
14521,I,politician
14522,D,celebrity
14523,I,scientist
14524,P,celebrity
14525,D,politician
14526,D,scientist
14527,I,politician
14528,P,politician
14529,P,politician
14530,D,politician
14531,I,celebrity
14532,I,celebrity
14533,P,scientist
14534,D,celebrity
14535,D,politician
14536,D,scientist
14537,I,politician
14538,I,celebrity
14539,I,scientist
14540,D,politician
14541,D,celebrity
14542,I,scientist
14543,P,celebrity
14544,P,scientist
14545,D,politician
14546,I,scientist
14547,D,celebrity
14548,I,celebrity
14549,P,celebrity
14550,P,politician
14551,P,scientist
14552,I,scientist
14553,I,politician
14554,P,scientist
14555,P,politician
14556,P,celebrity
14557,D,politician
14558,D,celebrity
14559,D,celebrity
14560,P,celebrity
14561,D,scientist
14562,D,celebrity
14563,P,celebrity
14564,P,celebrity
14565,I,celebrity
14566,D,scientist
14567,D,celebrity
14568,D,scientist
14569,P,celebrity
14570,I,celebrity
14571,P,politician
14572,I,politician
14573,I,celebrity
14574,I,scientist
14575,P,politician
14576,I,scientist
14577,D,scientist
14578,I,celebrity
14579,P,scientist
14580,D,politician
14581,P,celebrity
14582,D,scientist
14583,I,celebrity
14584,D,scientist
14585,I,scientist
14586,I,politician
14587,P,scientist
14588,P,celebrity
14589,I,celebrity
14590,I,celebrity
14591,D,celebrity
14592,I,politician
14593,I,scientist
14594,P,scientist
14595,D,celebrity
14596,I,scientist
14597,D,scientist
14598,P,scientist
14599,D,celebrity
14600,D,celebrity
14601,I,celebrity
14602,I,politician
14603,I,scientist
14604,I,celebrity
14605,P,scientist
14606,I,celebrity
14607,I,politician
14608,I,celebrity
14609,D,politician
14610,P,scientist
14611,P,politician
14612,I,politician
14613,P,politician
14614,D,politician
14615,I,scientist
14616,P,scientist
14617,P,politician
14618,P,scientist
14619,I,politician
14620,I,politician
14621,P,politician
14622,P,celebrity
14623,P,celebrity
14624,P,scientist
14625,P,scientist
14626,I,politician
14627,D,celebrity
14628,P,scientist
14629,D,politician
14630,P,politician
14631,D,celebrity
14632,P,celebrity
14633,I,politician
14634,I,celebrity
14635,P,celebrity
14636,P,scientist
14637,P,politician
14638,D,politician
14639,I,scientist
14640,P,politician
14641,P,celebrity
14642,I,politician
14643,I,politician
14644,I,scientist
14645,D,politician
14646,I,scientist
14647,P,celebrity
14648,P,politician
14649,I,celebrity
14650,P,celebrity
14651,D,celebrity
14652,D,politician
14653,I,scientist
14654,D,scientist
14655,D,scientist
14656,D,scientist
14657,I,celebrity
14658,D,celebrity
14659,I,scientist
14660,I,politician
14661,P,politician
14662,I,celebrity
14663,P,scientist
14664,P,celebrity
14665,P,celebrity
14666,I,celebrity
14667,D,politician
14668,D,celebrity
14669,I,celebrity
14670,P,celebrity
14671,I,scientist
14672,I,politician
14673,D,politician
14674,P,politician
14675,D,politician
14676,P,celebrity
14677,D,scientist
14678,D,politician
14679,D,scientist
14680,P,scientist
14681,P,scientist
14682,P,scientist
14683,I,politician
14684,I,celebrity
14685,P,politician
14686,D,politician
14687,P,politician
14688,P,politician
14689,I,scientist
14690,D,scientist
14691,D,scientist
14692,D,celebrity
14693,D,politician
14694,D,scientist
14695,D,politician
14696,I,celebrity
14697,I,scientist
14698,P,politician
14699,P,politician
14700,I,politician
14701,I,scientist
14702,D,scientist
14703,P,politician
14704,I,celebrity
14705,D,celebrity
14706,P,celebrity
14707,P,scientist
14708,I,politician
14709,I,celebrity
14710,P,scientist
14711,P,politician
14712,I,celebrity
14713,P,scientist
14714,D,celebrity
14715,I,celebrity
14716,P,celebrity
14717,P,politician
14718,D,politician
14719,I,scientist
14720,P,politician
14721,D,scientist
14722,P,politician
14723,I,scientist
14724,D,politician
14725,I,scientist
14726,P,scientist
14727,D,scientist
14728,P,politician
14729,I,scientist
14730,D,celebrity
14731,D,politician
14732,P,scientist
14733,I,scientist
14734,D,scientist
14735,P,celebrity
14736,P,politician
14737,P,scientist
14738,D,scientist
14739,P,scientist
14740,D,celebrity
14741,I,celebrity
14742,P,politician
14743,P,politician
14744,I,celebrity
14745,I,politician
14746,D,scientist
14747,D,celebrity
14748,P,celebrity
14749,D,politician
14750,I,scientist
14751,I,politician
14752,I,celebrity
14753,P,scientist
14754,P,politician
14755,P,celebrity
14756,P,scientist
14757,I,scientist
14758,D,celebrity
14759,I,politician
14760,D,politician
14761,D,celebrity
14762,P,scientist
14763,I,scientist
14764,P,scientist
14765,D,scientist
14766,D,politician
14767,D,politician
14768,P,celebrity
14769,D,scientist
14770,P,scientist
14771,I,politician
14772,I,celebrity
14773,D,scientist
14774,P,politician
14775,D,celebrity
14776,P,celebrity
14777,I,scientist
14778,P,politician
14779,I,scientist
14780,D,politician
14781,I,celebrity
14782,I,scientist
14783,D,celebrity
14784,I,celebrity
14785,I,politician
14786,P,celebrity
14787,I,scientist
14788,I,scientist
14789,I,scientist
14790,I,scientist
14791,P,celebrity
14792,D,scientist
14793,P,celebrity
14794,I,scientist
14795,D,politician
14796,P,scientist
14797,P,scientist
14798,D,scientist
14799,P,scientist
14800,D,scientist
14801,I,scientist
14802,P,celebrity
14803,P,politician
14804,D,celebrity
14805,D,celebrity
14806,I,scientist
14807,P,politician
14808,D,celebrity
14809,I,celebrity
14810,D,celebrity
14811,I,politician
14812,I,celebrity
14813,P,celebrity
14814,D,politician
14815,I,politician
14816,P,scientist
14817,D,scientist
14818,P,politician
14819,I,scientist
14820,P,politician
14821,D,celebrity
14822,P,politician
14823,P,celebrity
14824,D,celebrity
14825,D,politician
14826,P,celebrity
14827,P,celebrity
14828,I,politician
14829,D,politician
14830,P,celebrity
14831,I,scientist
14832,D,scientist
14833,I,politician
14834,P,politician
14835,P,politician
14836,D,politician
14837,D,celebrity
14838,I,celebrity
14839,D,politician
14840,P,scientist
14841,I,celebrity
14842,I,celebrity
14843,P,politician
14844,I,scientist
14845,P,scientist
14846,I,celebrity
14847,D,scientist
14848,P,politician
14849,P,politician
14850,D,celebrity
14851,D,scientist
14852,I,celebrity
14853,I,scientist
14854,D,celebrity
14855,I,politician
14856,I,scientist
14857,I,politician
14858,P,scientist
14859,D,celebrity
14860,P,politician
14861,I,politician
14862,P,celebrity
14863,I,celebrity
14864,P,politician
14865,I,scientist
14866,I,scientist
14867,I,celebrity
14868,P,scientist
14869,P,celebrity
14870,P,celebrity
14871,P,politician
14872,P,politician
14873,D,celebrity
14874,P,celebrity
14875,I,scientist
14876,P,politician
14877,D,celebrity
14878,P,celebrity
14879,I,celebrity
14880,P,politician
14881,D,scientist
14882,I,scientist
14883,D,scientist
14884,D,scientist
14885,D,politician
14886,P,celebrity
14887,I,politician
14888,I,scientist
14889,P,scientist
14890,P,politician
14891,D,scientist
14892,I,politician
14893,D,politician
14894,P,celebrity
14895,D,celebrity
14896,I,celebrity
14897,I,celebrity
14898,I,celebrity
14899,D,scientist
14900,I,celebrity
14901,I,scientist
14902,I,politician
14903,P,politician
14904,D,politician
14905,I,scientist
14906,P,celebrity
14907,P,scientist
14908,I,politician
14909,P,scientist
14910,D,politician
14911,P,politician
14912,D,celebrity
14913,I,politician
14914,I,politician
14915,D,celebrity
14916,I,politician
14917,I,scientist
14918,P,celebrity
14919,P,scientist
14920,I,scientist
14921,P,politician
14922,P,celebrity
14923,P,scientist
14924,D,scientist
14925,I,celebrity
14926,P,scientist
14927,I,scientist
14928,D,politician
14929,P,celebrity
14930,D,celebrity
14931,P,politician
14932,D,politician
14933,I,scientist
14934,I,celebrity
14935,D,celebrity
14936,D,scientist
14937,D,celebrity
14938,I,scientist
14939,I,scientist
14940,I,scientist
14941,D,scientist
14942,I,politician
14943,D,scientist
14944,P,politician
14945,I,celebrity
14946,D,politician
14947,I,scientist
14948,I,politician
14949,P,celebrity
14950,D,scientist
14951,I,politician
14952,I,celebrity
14953,D,scientist
14954,D,politician
14955,P,celebrity
14956,I,celebrity
14957,P,celebrity
14958,D,scientist
14959,P,politician
14960,P,celebrity
14961,I,scientist
14962,I,celebrity
14963,I,celebrity
14964,I,politician
14965,I,celebrity
14966,I,celebrity
14967,P,politician
14968,I,politician
14969,P,celebrity
14970,I,scientist
14971,P,scientist
14972,I,politician
14973,P,celebrity
14974,D,politician
14975,D,scientist
14976,D,politician
14977,D,celebrity
14978,P,politician
14979,P,scientist
14980,D,scientist
14981,I,scientist
14982,P,celebrity
14983,I,celebrity
14984,D,scientist
14985,P,politician
14986,D,politician
14987,P,celebrity
14988,I,celebrity
14989,D,scientist
14990,D,celebrity
14991,D,celebrity
14992,P,celebrity
14993,P,scientist
14994,D,scientist
14995,P,scientist
14996,P,celebrity
14997,D,celebrity
14998,P,celebrity
14999,D,celebrity
15000,I,celebrity
15001,P,politician
15002,D,scientist
15003,P,scientist
15004,I,celebrity
15005,P,politician
15006,D,scientist
15007,I,politician
15008,I,scientist
15009,I,celebrity
15010,P,scientist
15011,D,celebrity
15012,D,politician
15013,P,scientist
15014,D,politician
15015,I,scientist
15016,P,scientist
15017,D,celebrity
15018,I,celebrity
15019,I,politician
15020,P,politician
15021,I,politician
15022,P,politician
15023,I,scientist
15024,I,politician
15025,D,politician
15026,P,celebrity
15027,I,celebrity
15028,P,celebrity
15029,D,politician
15030,P,celebrity
15031,P,scientist
15032,D,celebrity
15033,P,celebrity
15034,P,celebrity
15035,P,politician
15036,D,politician
15037,P,politician
15038,I,politician
15039,D,politician
15040,D,scientist
15041,P,scientist
15042,P,celebrity
15043,P,celebrity
15044,P,politician
15045,D,celebrity
15046,D,celebrity
15047,P,politician
15048,I,celebrity
15049,I,celebrity
15050,P,celebrity
15051,I,scientist
15052,D,scientist
15053,P,politician
15054,D,politician
15055,D,politician
15056,D,scientist
15057,D,scientist
15058,I,politician
15059,D,scientist
15060,P,celebrity
15061,D,celebrity
15062,P,scientist
15063,I,celebrity
15064,D,celebrity
15065,I,celebrity
15066,D,scientist
15067,P,celebrity
15068,D,politician
15069,I,celebrity
15070,P,politician
15071,D,scientist
15072,D,politician
15073,D,politician
15074,I,scientist
15075,D,scientist
15076,P,scientist
15077,I,celebrity
15078,I,celebrity
15079,I,scientist
15080,I,politician
15081,I,celebrity
15082,P,scientist
15083,D,celebrity
15084,I,celebrity
15085,D,politician
15086,P,celebrity
15087,I,scientist
15088,I,scientist
15089,D,politician
15090,D,celebrity
15091,D,politician
15092,P,celebrity
15093,P,scientist
15094,D,celebrity
15095,I,politician
15096,P,scientist
15097,P,scientist
15098,P,scientist
15099,P,scientist
15100,D,scientist
15101,P,scientist
15102,I,scientist
15103,D,politician
15104,P,celebrity
15105,D,scientist
15106,D,celebrity
15107,P,politician
15108,I,politician
15109,D,celebrity
15110,P,celebrity
15111,I,politician
15112,D,scientist
15113,P,politician
15114,D,scientist
15115,I,politician
15116,I,politician
15117,P,celebrity
15118,P,politician
15119,P,scientist
15120,I,celebrity
15121,D,celebrity
15122,D,celebrity
15123,D,politician
15124,I,scientist
15125,I,scientist
15126,P,scientist
15127,P,politician
15128,P,scientist
15129,I,scientist
15130,I,celebrity
15131,I,celebrity
15132,D,scientist
15133,P,celebrity
15134,I,politician
15135,P,politician
15136,I,scientist
15137,D,politician
15138,D,politician
15139,I,scientist
15140,P,scientist
15141,D,politician
15142,I,scientist
15143,D,politician
15144,I,scientist
15145,P,celebrity
15146,I,scientist
15147,P,politician
15148,I,politician
15149,P,politician
15150,P,celebrity
15151,I,scientist
15152,P,scientist
15153,I,politician
15154,P,politician
15155,I,politician
15156,P,scientist
15157,I,scientist
15158,P,scientist
15159,P,politician
15160,D,celebrity
15161,I,celebrity
15162,P,politician
15163,D,scientist
15164,I,scientist
15165,I,scientist
15166,I,scientist
15167,I,scientist
15168,D,politician
15169,I,politician
15170,P,scientist
15171,D,scientist
15172,D,politician
15173,I,scientist
15174,I,celebrity
15175,I,politician
15176,I,scientist
15177,D,celebrity
15178,P,politician
15179,D,celebrity
15180,I,politician
15181,D,scientist
15182,D,politician
15183,I,politician
15184,I,politician
15185,D,celebrity
15186,D,politician
15187,I,celebrity
15188,P,celebrity
15189,P,scientist
15190,D,politician
15191,I,scientist
15192,D,scientist
15193,I,celebrity
15194,I,scientist
15195,I,celebrity
15196,P,celebrity
15197,D,celebrity
15198,P,celebrity
15199,P,politician
15200,D,scientist
15201,D,politician
15202,I,celebrity
15203,D,politician
15204,P,scientist
15205,P,politician
15206,I,celebrity
15207,P,politician
15208,P,politician
15209,I,scientist
15210,P,politician
15211,P,politician
15212,I,celebrity
15213,P,politician
15214,D,celebrity
15215,D,politician
15216,I,politician
15217,D,scientist
15218,I,politician
15219,P,scientist
15220,P,politician
15221,I,scientist
15222,P,scientist
15223,D,scientist
15224,P,politician
15225,D,scientist
15226,I,politician
15227,D,scientist
15228,D,scientist
15229,D,scientist
15230,I,scientist
15231,I,politician
15232,P,politician
15233,D,scientist
15234,I,celebrity
15235,D,scientist
15236,P,politician
